,processed,label
2217,fear stalk empty street france coronavirus hotspot,neg
2218,half assed disabled prepper tip prepare coronavirus quarantine march leah piepznasamara,neg
2219,handshakes new citizen coronavirus halt danish naturalization,neg
2220,boring timotee chalamet kisser take break watch baby corona virus,neg
2221,image mazandaran hospital northern iran one bad hit area due outbreak,neg
2222,coronavirus shit nutty,neg
2223,guy holy fuck find cure coronavirus,neg
2224,real news market dive coronavirus coronavirus false info give pres nkorea fire,neg
2225,coronavirus update china report new case italy lock entire country,neg
2226,ill take endless coronavirus pic though,neg
2227,people arent shake hand coronavirus shake hand everyone toilet paper,neg
2228,warm spring temperature slow coronavirus outbreak via,neg
2229,person youre date relationship come coronavirus stick around ghost,neg
2230,whats player injury real injury player afraid fro,neg
2231,least people attend biogen coronavirus biogen date gon die,neg
2232,corona virus aint shit get nothing,neg
2233,mute coronavirus hour ago see tweet since world fuck,neg
2234,sxsw festival texas cancel due coronavirus fear,neg
2235,cruise ship shut,neg
2236,youre one people think coronavirus bad dont talk lmao,neg
2237,chinese corona virus racist excuse human,neg
2238,ill take coronavirus serious start cancel work medium put fear people,neg
2239,brussels let airline stop fly empty plane amid coronavirus chaos,neg
2240,one think people dramatic corona virus,neg
2241,whats reasoning behind buy tissue corona virus scare pose buy,neg
2242,pomona college cancel public event april precaution due,neg
2243,time determine worry excessively coronavirus live massive crowd city,neg
2244,consider badly youve handle coronavirus mexico might actually pay time,neg
2245,common sense isnt common coronavirus spread much one work policy refuse,neg
2246,math behind coronavirus pandemic,neg
2247,morning advise starbucks longer accept personal cup due coronavirus merch,neg
2248,forget someone please find cure stupidity,neg
2249,election thi corona virus wher edo see article star little life,neg
2250,matt gaetz drive drunk get confirm coronavirus officer let,neg
2251,corona virus unfortunately seem dangerous elderly people try find silver lining,neg
2252,ontario coronavirus case hit ford government stand sick daypolicy,neg
2253,school close coronavirus school still open day get,neg
2254,consider previously suggest give flu vaccine coronavirus patient rating,neg
2255,due covid virus related issue hold march today event,neg
2256,know protect follow step help protect,neg
2257,coronavirus make usa smuggle wuhan releasedwuhan world military game,neg
2258,driver shouldnt work sick protect worker offer,neg
2259,philippine authority seize fake cigarette spread coronavirus false report hoax video,neg
2260,fucking tired hear coronavirus point like idiocy people believe medium drive insane,neg
2261,vunipola start saracen despite stand england duty coronavirusfears,neg
2262,really tire hear corona virus,neg
2263,unfortunately reality,neg
2264,actually annoy coronavirus thing,neg
2265,djt fake news mismanagement coronavirus prove unfit office,neg
2266,chinese coronavirus serious,neg
2267,watch mike penny spoof coronavirus,neg
2268,certainly wouldnt ask terrible corona virus economy whe,neg
2269,ultra music festival risk cancellation due coronavirus fear,neg
2270,softbanks son end twitter absence coronavirus worry,neg
2271,coronavirus get wash hand mckennas hate,neg
2272,australian get fistfight supermarket toilet paper due paranoia coronavirus also aust,neg
2273,trinity college dublin close lecture hall building amid coronavirus threat,neg
2274,trump lie mortality rate coronavirus base hunch may dangerous lie yet abo,neg
2275,italy lock countrys north fight coronavirus wsj,neg
2276,disposal face mask medical waste crisis making danger coronavirus wil,neg
2277,country send text message coronavirus fucking overreaction,neg
2278,china coronavirus recovery fake whistleblower resident claim,neg
2279,bbc news coronavirus south africa detect first case,neu
2280,emergency preparedness drill first confirmed case announce,neu
2281,canadian bank join global counterpart split trading operation ward coronavirus disruption,neu
2282,officially designate world health organization,neu
2283,fear coronavirus spread least try keep healthy possible,neu
2284,ninja louis pasteur know coronavirus since,neu
2285,great thread let focus back threat big npr amp caa,neu
2286,mess wed right power referendum delay corona virus,neu
2287,wait pbpsolidarity call mass movement general strike fight,neu
2288,live update people infect,neu
2289,send new style guidance relate coronavirus cancel one always struggle,neu
2290,coronavirus could italy via,neu
2291,italy quarantine population coronavirusi actually dont think wan trip anymore,neu
2292,wonder get annual covid vaccine flu one become available,neu
2293,whats matter coronavirusfree zone sign work maybe,neu
2294,work tomorrow thanks coronavirus,neu
2295,cdc issue guideline senior others high risk covid,neu
2296,way catch coronavirus post picture child facebook youre worry stop,neu
2297,lefty angry cause coronavirus get attention greta iceberg,neu
2298,egypt report first coronavirus fatality german tourist,neu
2299,trump administration something else send coronavirus traveler california smh wonder,neu
2300,would call lunch,neu
2301,free coronavirus test street drug offer local police department something smell fishy,neu
2302,coronavirus northern italy quarantine million people,neu
2303,state health care system get email nordstrom rack nothing,neu
2304,concern grows political leader may contract coronavirus aipac conference,neu
2305,coronavirus country pour bleach,neu
2306,break world health organization declare pandemic,neu
2307,come huge wave possitive case already,neu
2308,corona virus ghana,neu
2309,ever see tweaker get wonder crack cure,neu
2310,break oil price take big plunge decade amid coronavirus uncertainty price war cbc news,neu
2311,local official prepare precaution coronavirus ahead election day,neu
2312,corona virus didnt seem important past weekend make sure golfing tired,neu
2313,wait get peter basilica plenty space mona lisa coronavirus outbreak europe,neu
2314,,neu
2315,vega ace star believe get coronavirus china via,neu
2316,maybe let coronavirus happen take trump penny finally enough panic ensues treatment beco,neu
2317,omg rachel corona virus,neu
2318,future puke oil even headline imagine explodes add pictur,neu
2319,wonder sheldon cooper take coronavirus,neu
2320,tribes test trump administration commitment coronavirus crisi,neu
2321,late healthy conservative daily thanks,neu
2322,last night patient clear coronavirus symptom health departmen,neu
2323,well know parliament shuts nursery school,neu
2324,coronavirus distraction new world order fool plan month maybe year ago,neu
2325,coronavirus tip nail work home via,neu
2326,like everyone else nadine dorries minister coronavirus news,neu
2327,yes like anywhere else public could get coronavirus climb gym except share lot germ,neu
2328,virus cornona virus virus corona corona virus chima china virua,neu
2329,coronavirus generally cause symptom within five day via,neu
2330,agree way shape form fashion would human know sarscoronavirus would kill,neu
2331,new coronavirus case kerala karnataka take total india,neu
2332,mtg today coronavirus come breitbartloving coworker say call chinese flu seriously,neu
2333,coronavirus hku december amp finally felt well enough end february shouldnt,neu
2334,course suggest drink lot alcohol kill matt duo gaetz always,neu
2335,outnumbered overtime coronavirus outbreak special harris faulkner,neu
2336,especially since coronavirus around,neu
2337,mass company urge employee work home amid coronavirus concern,neu
2338,hope gaudy resort get shutdown,neu
2339,coronavirus spread new york man family neighbor friend,neu
2340,body demand ban affected country,neu
2341,beltway insider trumpcorona virus case spike structure weakness election biden sander,neu
2342,middle east respiratory syndrome merscov coronavirus saudi version,neu
2343,since declare pandemic covid economy ticket travel elderly par,neu
